macula_id	gloss
o380080220041	and
o380080220042	nations
o380080220051	mighty
o380080220061	to
o380080220062	seek
o380080220071	(et)
o380080220081	Yahweh
o380080220091	of.hosts
o380080220101	in
o380080220102	Jerusalem
o380080220111	and
o380080220112	to
o380080220113	entreat
o380080220121	(et)
o380080220131	the.face
o380080220141	of.Yahweh
o380080230011	thus
o380080230021	he.says
o380080230031	Yahweh
o380080230041	of.hosts
o380080230051	in
o380080230051ה	the
o380080230052	days
o380080230061	(the)
o380080230062	those
o380080230071	(cmp)
o380080230081	they.will.take.hold
o380080230091	ten
o380080230101	people
o380080230111	from
o380080230112	all
o380080230121	the.languages
o380080230131	of
o380080230132	the.nations
o380080230141	and
o380080230142	they.will.take.hold
o380080230151	on
o380080230152	the.skirt
o380080230161	of.a.person
o380080230171	a.Jew
o380080230181	(cmp)
o380080230182	
o380080230191	we.want.to.go
o380080230201	with
o380080230202	you
o380080230211	(dm)
o380080230221	we.have.heard
o380080230231	God
o380080230241	[is].with
o380080230242	you
o380090010011	the.oracle
o380090010021	of.the.word
o380090010031	of.Yahweh
o380090010041	[is].on
o380090010042	the.land
o380090010051	of.Hadrach
o380090010061	and
o380090010062	Damascus
o380090010071	resting.place
o380090010072	[is].its
o380090010081	(dm)
o380090010091	[is].to
o380090010092	Yahweh
o380090010101	[the].eye
o380090010111	of.humankind
o380090010121	and
o380090010122	all
o380090010131	the.tribes
o380090010141	of.Israel
o380090020011	and
o380090020012	also
o380090020021	Hamath
o380090020031	[which].it.borders
o380090020041	on
o380090020042	it
o380090020051	Tyre
o380090020061	and
o380090020062	Sidon
o380090020071	(dm)
o380090020081	it.is.wise
o380090020091	exceedingly
o380090030011	and
o380090030012	it.built
o380090030021	Tyre
o380090030031	a.fortification
o380090030041	for
o380090030042	itself
o380090030051	and
o380090030052	it.heaped.up
o380090030061	silver
o380090030071	like
o380090030071ה	(the)
o380090030072	dust
o380090030081	and
o380090030082	gold
o380090030091	like.[the]
o380090030092	mud
o380090030101	of.[the].streets
o380090040011	there!
o380090040021	Lord
o380090040022	[the]
o380090040031	he
o380090040032	will.impoverish.it
o380090040041	and
o380090040042	he.will.strike
o380090040051	in
o380090040051ה	the
o380090040052	sea
o380090040061	rampart
o380090040062	its
o380090040071	and
o380090040072	it
o380090040081	by
o380090040081ה	(the)
o380090040082	fire
o380090040091	it.will.be.consumed
o380090050011	it.will.see
o380090050021	Ashkelon
o380090050031	and
o380090050032	it.will.be.afraid
o380090050041	and
o380090050042	Gaza
o380090050051	and
o380090050052	it.will.be.in.anguish
o380090050061	exceedingly
o380090050071	and
o380090050072	Ekron
o380090050081	(dm)
o380090050091	it.will.be.ashamed
o380090050101	of.confidence
o380090050102	its.object
o380090050111	and
o380090050112	he.will.perish
o380090050121	a.king
o380090050131	from
o380090050132	Gaza
o380090050141	and
o380090050142	Ashkelon
o380090050151	not
o380090050161	it.will.remain
o380090060011	and
o380090060012	it.will.dwell
o380090060021	a.mixed.population
o380090060031	in
o380090060032	Ashdod
o380090060041	and
o380090060042	I.will.cut.off
o380090060051	the.pride
o380090060061	of.[the].Philistines
o380090070011	and
o380090070012	I.will.remove
o380090070021	blood(s)
o380090070022	its
o380090070031	from
o380090070032	mouth
o380090070033	its
o380090070041	and
o380090070042	its.detestable
o380090070043	things
o380090070051	from
o380090070052	between
o380090070061	teeth
o380090070062	its
o380090070071	and
o380090070072	it.will.be.left
o380090070081	also
o380090070091	it
o380090070101	to
o380090070102	God
o380090070103	our
o380090070111	and
o380090070112	it.will.be
o380090070121	like
o380090070122	a.chief
o380090070131	in
o380090070132	Judah
o380090070141	and
o380090070142	Ekron
o380090070151	[will
o380090070152	be].like.a.Jebusite
o380090080011	and
o380090080012	I.will.encamp
o380090080021	for
o380090080022	house
o380090080023	my
o380090080031	a.guard
o380090080041	from
o380090080042	[one.who].passes.through
o380090080051	and
o380090080052	from
o380090080053	[one.who].returns
o380090080061	and
o380090080062	not
o380090080071	he.will.pass
o380090080081	over
o380090080082	them
o380090080091	again
o380090080101	an.oppressor
o380090080111	(dm)
o380090080121	now
o380090080131	I.have.seen
o380090080141	with
o380090080142	my.own
o380090080143	eyes
o380090090011	rejoice
o380090090021	exceedingly
o380090090031	O.daughter
o380090090041	of.Zion
o380090090051	shout.for.joy
o380090090061	O.daughter
o380090090071	of.Jerusalem
o380090090081	there!
o380090090091	king
o380090090092	your
o380090090101	he.will.come
o380090090111	to
o380090090112	you
o380090090121	[is].righteous
o380090090131	and
o380090090132	victorious
o380090090141	he
o380090090151	poor
o380090090161	and
o380090090162	riding
o380090090171	on
o380090090181	a.donkey
o380090090191	and
o380090090192	on
o380090090201	a.male.donkey
o380090090211	a.young.one
o380090090221	of.female.donkeys
o380090100011	and
o380090100012	I.will.cut.off
o380090100021	chariotry
o380090100031	from
o380090100032	Ephraim
o380090100041	and
o380090100042	horse[s]
o380090100051	from
o380090100052	Jerusalem
o380090100061	and
o380090100062	it.will.be.cut.off
o380090100071	bow
o380090100081	of.war
o380090100091	and
o380090100092	he.will.speak
o380090100101	peace
o380090100111	to
o380090100111ה	the
o380090100112	nations
o380090100121	and
o380090100122	dominion
o380090100123	his
o380090100131	[will
o380090100132	be].from.sea
o380090100141	to
o380090100151	sea
o380090100161	and
o380090100162	from.[the]
o380090100163	river
o380090100171	to
o380090100181	[the].ends
o380090100191	of.[the].earth
o380090110011	also
o380090110021	you
o380090110031	by
o380090110032	the.blood
o380090110041	your.covenant
o380090110042	of
o380090110051	I.will.set.free
o380090110061	prisoners
o380090110062	your
o380090110071	from
o380090110072	a.pit
o380090110081	[which].there.[is].not
o380090110091	water
o380090110101	in
o380090110102	it
o380090120011	return
o380090120021	to.[the]
o380090120022	stronghold
o380090120031	O.prisoners
o380090120041	of.(the)
o380090120042	hope
o380090120051	also
o380090120061	this
o380090120062	day
o380090120071	[I.am].declaring
o380090120081	double
o380090120091	I.will.restore
o380090120101	to
o380090120102	you
o380090130011	(dm)
o380090130021	I.will.bend
o380090130031	for
o380090130032	myself
o380090130041	Judah
o380090130051	a.bow
o380090130061	I.will.fill
o380090130071	Ephraim
o380090130081	and
o380090130082	I.will.rouse
o380090130091	sons
o380090130092	your
o380090130101	O.Zion
o380090130111	on
o380090130121	sons
o380090130122	your
o380090130131	O.Greece
o380090130141	and
o380090130142	I
o380090130143	will.make.you
o380090130151	like.[the]
o380090130152	sword
o380090130161	of.a.warrior
o380090140011	and
o380090140012	Yahweh
o380090140021	over
o380090140022	them
o380090140031	he.will.appear
o380090140041	and
o380090140042	it.will.go.forth
o380090140051	like
o380090140051ה	(the)
o380090140052	lightning
o380090140061	arrow
o380090140062	his
o380090140071	and
o380090140072	[the]
o380090140073	Lord
o380090140081	Yahweh
o380090140091	on
o380090140091ה	the.ram's
o380090140092	horn
o380090140101	he.will.give.a.blast
o380090140111	and
o380090140112	he.will.go
o380090140121	in.[the]
o380090140122	storm.winds
o380090140131	of.[the].south
o380090150011	Yahweh
o380090150021	of.hosts
o380090150031	he.will.defend
o380090150041	(on)
o380090150042	them
o380090150051	and
o380090150052	they.will.eat
o380090150061	and
o380090150062	they.will.subdue
o380090150071	stones
o380090150081	of.a.sling
o380090150091	and
o380090150092	they.will.drink
o380090150101	they.will.be.in.an.uproar
o380090150111	like
o380090150121	wine
o380090150131	and
o380090150132	they.will.be.full
o380090150141	like
o380090150141ה	(the)
o380090150142	bowl
o380090150151	like.[the]
o380090150152	corners
o380090150161	of.[the].altar
o380090160011	and
o380090160012	he
o380090160013	will.deliver.them
o380090160021	Yahweh
o380090160031	God
o380090160032	their
o380090160041	on
o380090160041ה	the
o380090160042	day
o380090160051	(the)
o380090160052	that
o380090160061	like
o380090160062	the.flock
o380090160071	his.people
o380090160072	of
o380090160081	(dm)
o380090160091	stones
o380090160101	of.a.crown
o380090160111	[will].display.themselves
o380090160121	on
o380090160131	land
o380090160132	his
o380090170011	(dm)
o380090170021	how!
o380090170031	be].its.goodness
o380090170032	[will
o380090170041	and
o380090170042	how!
o380090170051	be].its.beauty
o380090170052	[will
o380090170061	grain
o380090170071	young.men
o380090170081	and
o380090170082	new.wine
o380090170091	it.will.cause.to.thrive
o380090170101	young.women
o380100010011	ask
o380100010021	from
o380100010022	Yahweh
o380100010031	rain
o380100010041	at.[the]
o380100010042	time
o380100010051	of.spring.rain
o380100010061	Yahweh
o380100010071	[is].making
o380100010081	thunder-clouds
o380100010091	and
o380100010092	rain
o380100010101	of.rain
o380100010111	he.gives
o380100010121	to
o380100010122	them
o380100010131	to
o380100010132	everyone
o380100010141	vegetation
o380100010151	in
o380100010151ה	the
o380100010152	field
o380100020011	(dm)
o380100020021	the
o380100020022	teraphim
o380100020031	they.speak
o380100020041	wickedness
o380100020051	and
o380100020052	the
o380100020053	diviners
o380100020061	they.see
o380100020071	falsehood
o380100020081	and
o380100020082	the.dreams
o380100020091	of.(the)
o380100020092	worthlessness
o380100020101	they.speak
o380100020111	futility
o380100020121	they
o380100020122	comfort
o380100020131	therefore
o380100020141	
o380100020151	they.have.set.out
o380100020161	like
o380100020171	sheep
o380100020181	they.are.afflicted
o380100020191	(dm)
o380100020201	there.[is].not
o380100020211	a.shepherd
o380100030011	towards
o380100030021	the
o380100030022	shepherds
o380100030031	it.has.burned
o380100030041	anger
o380100030042	my
o380100030051	and
o380100030052	on
o380100030061	the
o380100030062	leaders
o380100030071	I.will.visit.[judgment]
o380100030081	(dm)
o380100030091	he.visits
o380100030101	Yahweh
o380100030111	of.hosts
o380100030121	(et)
o380100030131	flock
o380100030132	his
o380100030141	(et)
o380100030151	the.house
o380100030161	of.Judah
o380100030171	and
o380100030172	he.will.make
o380100030181	
o380100030182	them
o380100030191	like
o380100030192	the.horse
o380100030201	his.majesty
o380100030202	of
o380100030211	in
o380100030211ה	(the)
o380100030212	battle
o380100040011	from
o380100040012	it
o380100040021	a.corner
o380100040031	from
o380100040032	it
o380100040041	a.peg
o380100040051	from
o380100040052	it
o380100040061	a.bow
o380100040071	of.war
o380100040081	from
o380100040082	it
o380100040091	he.will.come.forth
o380100040101	every
o380100040111	ruler
o380100040121	together
o380100050011	and
o380100050012	they.will.be
o380100050021	like
o380100050022	warriors
o380100050031	[who].tread.down
o380100050041	in.[the]
o380100050042	mud
o380100050051	of.[the].streets
o380100050061	in
o380100050061ה	(the)
o380100050062	battle
o380100050071	and
o380100050072	they.will.fight
o380100050081	(dm)
o380100050091	Yahweh
o380100050101	[will
o380100050102	be].with.them
o380100050111	and
o380100050112	they.will.put.to.shame
o380100050121	riders
o380100050131	of.horses
o380100060011	and
o380100060012	I.will.make.strong
o380100060021	(et)
o380100060031	the.house
o380100060041	of.Judah
o380100060051	and
o380100060052	(et)
o380100060061	the.house
o380100060071	of.Joseph
o380100060081	I.will.save
o380100060091	and
o380100060092	I
o380100060093	will.restore.them
o380100060101	(dm)
o380100060111	I
o380100060112	have.compassion.on.them
o380100060121	and
o380100060122	they.will.be
o380100060131	just
o380100060132	as
o380100060141	not
o380100060151	I
o380100060152	had.rejected.them
o380100060161	(dm)
o380100060171	I
o380100060181	[am].Yahweh
o380100060191	God
o380100060192	their
o380100060201	and
o380100060202	I
o380100060203	will.answer.them
o380100070011	and
o380100070012	they.will.be
o380100070021	like
o380100070022	a.warrior
o380100070031	Ephraim
o380100070041	and
o380100070042	it.will.rejoice
o380100070051	heart
o380100070052	their
o380100070061	like
o380100070071	wine
o380100070081	and
o380100070082	children
o380100070083	their
o380100070091	they.will.see
o380100070101	and
o380100070102	they.will.rejoice
o380100070111	it.will.rejoice
o380100070121	heart
o380100070122	their
o380100070131	in
o380100070132	Yahweh
o380100080011	I.will.whistle
o380100080021	for
o380100080022	them
o380100080031	and
o380100080032	I
o380100080033	will.gather.them
o380100080041	(dm)
o380100080051	I
o380100080052	have.redeemed.them
o380100080061	and
o380100080062	they.will.multiply
o380100080071	as
o380100080081	they.multiplied
o380100090011	and
o380100090012	I
o380100090013	will.sow.them
o380100090021	among
o380100090021ה	the
o380100090022	peoples
o380100090031	and
o380100090032	in
o380100090032ה	the.distant
o380100090033	places
o380100090041	they
o380100090042	will.remember.me
o380100090051	and
o380100090052	they.will.live
o380100090061	with
o380100090071	children
o380100090072	their
o380100090081	and
o380100090082	they.will.return
o380100100011	and
o380100100012	I
o380100100013	will.bring.them.back
o380100100021	from
o380100100022	the.land
o380100100031	of.Egypt
o380100100041	and
o380100100042	from
o380100100043	Assyria
o380100100051	I
o380100100052	will.gather.them
o380100100061	and
o380100100062	to
o380100100071	the.land
o380100100081	of.Gilead
o380100100091	and
o380100100092	Lebanon
o380100100101	I
o380100100102	will.bring.them
o380100100111	and
o380100100112	not
o380100100121	it.will.be.found
o380100100131	for
o380100100132	them
o380100110011	and
o380100110012	he.will.pass
o380100110021	in
o380100110021ה	the
o380100110022	sea
o380100110031	trouble
o380100110041	and
o380100110042	he.will.strike
o380100110051	in
o380100110051ה	the
o380100110052	sea
o380100110061	waves
o380100110071	and
o380100110072	they.will.dry.up
o380100110081	all
o380100110091	the.depths
o380100110101	of.the.River
o380100110111	and
o380100110112	it.will.be.brought.down
o380100110121	the.pride
o380100110131	of.Assyria
o380100110141	and
o380100110142	the.scepter
o380100110151	of.Egypt
o380100110161	it.will.depart
o380100120011	and
o380100120012	I
o380100120013	will.make.them.strong
o380100120021	by
o380100120022	Yahweh
o380100120031	and
o380100120032	in
o380100120033	name
o380100120034	his
o380100120041	they.will.go.about
o380100120051	the.utterance
o380100120061	of.Yahweh
o380110010011	open
o380110010021	O.Lebanon
o380110010031	doors
o380110010032	your
o380110010041	so
o380110010042	that.it.may.consume
o380110010051	fire
o380110010061	(in)
o380110010062	cedars
o380110010063	your
o380110020011	wail
o380110020021	O.cypress
o380110020031	(dm)
o380110020041	it.has.fallen
o380110020051	a.cedar
o380110020061	that
o380110020071	majestic.[trees]
o380110020081	they.have.been.devastated
o380110020091	wail
o380110020101	O.oaks
o380110020111	of.Bashan
o380110020121	(dm)
o380110020131	it.has.come.down
o380110020141	the.forest
o380110020161	(the)
o380110020162	inaccessible
o380110030011	the.sound
o380110030021	of.the.wailing
o380110030031	of
o380110030032	the.shepherds
o380110030041	(dm)
o380110030051	it.has.been.devastated
o380110030061	splendor
o380110030062	their
o380110030071	[the].sound
o380110030081	of.[the].roaring
o380110030091	of.young.lions
o380110030101	(dm)
o380110030111	it.has.been.devastated
o380110030121	the.thicket[s]
o380110030131	of
o380110030132	the.Jordan
o380110040011	thus
o380110040021	he.says
o380110040031	Yahweh
o380110040041	God
o380110040042	my
o380110040051	shepherd
o380110040061	(et)
o380110040071	the.flock
o380110040081	of.(the)
o380110040082	slaughter
o380110050011	which
o380110050021	[those
o380110050022	who].buy.them
o380110050031	they
o380110050032	will.kill.them
o380110050041	and
o380110050042	not
o380110050051	they.will.be.held.guilty
o380110050061	and
o380110050062	[those
o380110050063	who].sell.them
o380110050071	he.will.say
o380110050081	[be].blessed
o380110050091	Yahweh
o380110050101	and
o380110050102	I.will.gain.riches
o380110050111	and
o380110050112	shepherds
o380110050113	their
o380110050121	not
o380110050131	he.will.have.compassion
o380110050141	on
o380110050142	them
o380110060011	(dm)
o380110060021	not
o380110060031	I.will.have.compassion
o380110060041	again
o380110060051	on
o380110060061	the.inhabitants
o380110060071	of
o380110060072	the.land
o380110060081	the.utterance
o380110060091	of.Yahweh
o380110060101	and
o380110060102	here!
o380110060111	I
o380110060121	[am].about.to.deliver
o380110060131	(et)
o380110060141	(the)
o380110060142	everyone
o380110060151	each
o380110060161	in
o380110060162	the.hand
o380110060171	his.neighbor
o380110060172	of
o380110060181	and
o380110060182	in
o380110060183	the.hand
o380110060191	his.king
o380110060192	of
o380110060201	and
o380110060202	they.will.crush
o380110060211	(et)
o380110060221	the
o380110060222	land
o380110060231	and
o380110060232	not
o380110060241	I.will.deliver.[it]
o380110060251	from
o380110060252	hand
o380110060253	their
o380110070011	and
o380110070012	I.shepherded
o380110070021	(et)
o380110070031	the.flock
o380110070041	of.(the)
o380110070042	slaughter
o380110070051	therefore
o380110070052	
o380110070061	the.afflicted.[ones]
o380110070071	of
o380110070072	the.flock
o380110070081	and
o380110070082	I.took
o380110070091	for
o380110070092	myself
o380110070101	two
o380110070111	staffs
o380110070121	(to)
o380110070122	one
o380110070131	I.called
o380110070141	Favor
o380110070151	and
o380110070152	(to)
o380110070153	one
o380110070161	I.called
o380110070171	Union
o380110070181	and
o380110070182	I.shepherded
o380110070191	(et)
o380110070201	the
o380110070202	flock
o380110080011	and
o380110080012	I.annihilated
o380110080021	(et)
o380110080031	the.three
o380110080041	the
o380110080042	shepherds
o380110080051	in
o380110080052	a.month
o380110080061	one
o380110080071	and
o380110080072	it.was.short
o380110080081	self
o380110080082	my
o380110080091	with
o380110080092	them
o380110080101	and
o380110080102	also
o380110080111	self
o380110080112	their
o380110080121	it.loathed
o380110080131	(in)
o380110080132	me
o380110090011	and
o380110090012	I.said
o380110090021	not
o380110090031	I.will.shepherd
o380110090041	
o380110090042	you
o380110090051	the.[one.[fem]
o380110090052	which].dies
o380110090061	let.it.[fem].die
o380110090071	and
o380110090072	the.[one.[fem]
o380110090073	which.is].being.destroyed
o380110090081	let.it.[fem].be.destroyed
o380110090091	and
o380110090092	[those.[fem]
o380110090093	which].survive
o380110090101	let.them.[fem].devour
o380110090111	each.[fem]
o380110090121	(et)
o380110090131	the.flesh
o380110090141	its.neighbor.[fem]
o380110090142	of
o380110100011	and
o380110100012	I.took
o380110100021	(et)
o380110100031	staff
o380110100032	my
o380110100041	(et)
o380110100051	Favor
o380110100061	and
o380110100062	I.cut.up
o380110100071	
o380110100072	it
o380110100081	to
o380110100082	break
o380110100091	(et)
o380110100101	covenant
o380110100102	my
o380110100111	which
o380110100121	I.had.made
o380110100131	with
o380110100141	all
o380110100151	the
o380110100152	peoples
o380110110011	and
o380110110012	it.was.broken
o380110110021	on
o380110110021ה	the
o380110110022	day
o380110110031	(the)
o380110110032	that
o380110110041	and
o380110110042	they.knew
o380110110051	thus
o380110110061	the.afflicted.[ones]
o380110110071	of
o380110110072	the.flock
o380110110081	[who
o380110110082	were].watching
o380110110091	
o380110110092	me
o380110110101	(dm).that
o380110110111	[was].the.word
o380110110121	of.Yahweh
o380110110131	it
o380110120011	and
o380110120012	I.said
o380110120021	to
o380110120022	them
o380110120031	if
o380110120041	[it.is].good
o380110120051	in
o380110120052	eyes
o380110120053	your
o380110120061	give
o380110120071	wage[s]
o380110120072	my
o380110120081	and
o380110120082	if
o380110120091	not
o380110120101	refrain
o380110120111	and
o380110120112	they.weighed.out
o380110120121	(et)
o380110120131	wage[s]
o380110120132	my
o380110120141	thirty
o380110120151	silver
o380110130011	and
o380110130012	he.said
o380110130021	Yahweh
o380110130031	to
o380110130032	me
o380110130041	throw
o380110130042	it
o380110130051	to
o380110130061	the
o380110130062	potter
o380110130071	the.magnificence
o380110130081	of
o380110130082	the.value
o380110130091	which
o380110130101	I.was.valued
o380110130111	from
o380110130112	with
o380110130113	them
o380110130121	and
o380110130122	I
o380110130123	took
o380110130131	thirty
o380110130141	the
o380110130142	silver
o380110130151	and
o380110130152	I.threw
o380110130161	
o380110130162	it
o380110130171	the.house
o380110130181	of.Yahweh
o380110130191	to
o380110130201	the
o380110130202	potter
o380110140011	and
o380110140012	I.cut.up
o380110140021	(et)
o380110140031	staff
o380110140032	my
o380110140041	(the)
o380110140042	second
o380110140051	(et)
o380110140061	(the)
o380110140062	Union
o380110140071	to
o380110140072	break
o380110140081	(et)
o380110140091	the
o380110140092	brotherhood
o380110140101	between
o380110140111	Judah
o380110140121	and
o380110140122	between
o380110140131	Israel
o380110150011	and
o380110150012	he.said
o380110150021	Yahweh
o380110150031	to
o380110150032	me
o380110150041	again
o380110150051	take
o380110150061	for
o380110150062	yourself
o380110150071	[the].equipment
o380110150081	of.a.shepherd
o380110150091	foolish
o380110160011	(dm)
o380110160021	here!
o380110160031	I
o380110160041	[am].about.to.raise.up
o380110160051	a.shepherd
o380110160061	in
o380110160061ה	the
o380110160062	land
o380110160071	[those
o380110160072	which.are].being.destroyed
o380110160081	not
o380110160091	he.will.visit
o380110160101	the.young
o380110160102	man
o380110160111	not
o380110160121	he.will.seek
o380110160131	and
o380110160132	the.[one
o380110160133	which.is].maimed
o380110160141	not
o380110160151	he.will.heal
o380110160161	the.[one
o380110160162	which].stands.firm
o380110160171	not
o380110160181	he.will.sustain
o380110160191	and
o380110160192	the.flesh
o380110160201	of
o380110160202	the.fat.[sheep]
o380110160211	he.will.eat
o380110160221	and
o380110160222	hooves
o380110160223	their
o380110160231	he.will.tear.off
o380110170011	woe.to!
o380110170021	the.shepherd
o380110170031	of.(the)
o380110170032	worthlessness
o380110170041	[who].abandons
o380110170051	(of).the
o380110170052	flock
o380110170061	a.sword
o380110170071	[will.be].on
o380110170081	arm
o380110170082	his
o380110170091	and
o380110170092	on
o380110170101	the.eye
o380110170111	his.right.side
o380110170112	of
o380110170121	arm
o380110170122	his
o380110170131	totally.(wither)
o380110170141	it.will.wither
o380110170151	and
o380110170152	the.eye
o380110170161	his.right.side
o380110170162	of
o380110170171	totally.(dim)
o380110170181	it.will.grow.dim
o380120010011	the.oracle
o380120010021	of.the.word
o380120010031	of.Yahweh
o380120010041	on
o380120010051	Israel
o380120010061	the.utterance
o380120010071	of.Yahweh
o380120010081	[who].stretched.out
o380120010091	heaven
o380120010101	and.[who]
o380120010102	founded
o380120010111	earth
o380120010121	and.[who]
o380120010122	formed
o380120010131	[the].spirit
o380120010141	of.a.human
o380120010151	in
o380120010152	his.inner
o380120010153	being
o380120020011	here!
o380120020021	I
o380120020031	[am].about.to.make
o380120020041	(et)
o380120020051	Jerusalem
o380120020061	a.basin
o380120020071	of.reeling
o380120020081	for
o380120020082	all
o380120020091	the
o380120020092	peoples
o380120020101	all.around
o380120020111	and
o380120020112	also
o380120020121	on
o380120020131	Judah
o380120020141	it.will.be
o380120020151	in
o380120020151ה	the
o380120020152	siege
o380120020161	on
o380120020171	Jerusalem
o380120030011	and
o380120030012	it.will.be
o380120030021	on
o380120030021ה	the
o380120030022	day
o380120030031	(the)
o380120030032	that
o380120030041	I.will.make
o380120030051	(et)
o380120030061	Jerusalem
o380120030071	a.stone
o380120030081	of.burden
o380120030091	for
o380120030092	all
o380120030101	the
o380120030102	peoples
o380120030111	all
o380120030121	[those
o380120030122	who].carry.it
o380120030131	severely.(injure)
o380120030141	they.will.injure.themselves
o380120030151	and
o380120030152	they.will.gather
o380120030161	on
o380120030162	it
o380120030171	all
o380120030181	the.nations
o380120030191	of
o380120030192	the.earth
o380120040011	on
o380120040011ה	the
o380120040012	day
o380120040021	(the)
o380120040022	that
o380120040031	the.utterance
o380120040041	of.Yahweh
o380120040051	I.will.strike
o380120040061	every
o380120040071	horse
o380120040081	with
o380120040081ה	(the)
o380120040082	bewilderment
o380120040091	and
o380120040092	rider
o380120040093	its
o380120040101	with
o380120040101ה	(the)
o380120040102	madness
o380120040111	and
o380120040112	over
o380120040121	the.house
o380120040131	of.Judah
o380120040141	I.will.open
o380120040151	(et)
o380120040161	eyes
o380120040162	my
o380120040171	and
o380120040172	every
o380120040181	(the).horse
o380120040191	of
o380120040192	the.peoples
o380120040201	I.will.strike
o380120040211	with
o380120040211ה	(the)
o380120040212	blindness
o380120050011	and
o380120050012	they.will.say
o380120050021	the.chiefs
o380120050031	of.Judah
o380120050041	in
o380120050042	heart
o380120050043	their
o380120050051	[are].strength
o380120050061	
o380120050062	my
o380120050071	the.inhabitants
o380120050081	of.Jerusalem
o380120050091	by
o380120050092	Yahweh
o380120050101	of.hosts
o380120050111	God
o380120050112	their
o380120060011	on
o380120060011ה	the
o380120060012	day
o380120060021	(the)
o380120060022	that
o380120060031	I.will.make
o380120060041	(et)
o380120060051	the.chiefs
o380120060061	of.Judah
o380120060071	like
o380120060072	a.pot
o380120060081	of.fire
o380120060091	among
o380120060092	wood(s)
o380120060101	and
o380120060102	like
o380120060103	a.torch
o380120060111	of.fire
o380120060121	among
o380120060122	cut.grain
o380120060131	and
o380120060132	they.will.consume
o380120060141	on
o380120060151	[the].right.side
o380120060161	and
o380120060162	on
o380120060171	[the].left.side
o380120060181	(et)
o380120060191	all
o380120060201	the
o380120060202	peoples
o380120060211	all.around
o380120060221	and
o380120060222	it.will.remain
o380120060231	Jerusalem
o380120060241	again
o380120060251	in
o380120060252	its.place
o380120060261	in
o380120060262	Jerusalem
o380120070011	and
o380120070012	he.will.save
o380120070021	Yahweh
o380120070031	(et)
o380120070041	the.tents
o380120070051	of.Judah
o380120070061	at
o380120070061ה	the
o380120070062	first
o380120070071	so.that
o380120070081	not
o380120070091	it.may.be.great
o380120070101	the.splendor
o380120070111	of.the.house
o380120070121	of.David
o380120070131	and
o380120070132	the.splendor
o380120070141	of.the.inhabitant[s]
o380120070151	of.Jerusalem
o380120070161	above
o380120070171	Judah
o380120080011	on
o380120080011ה	the
o380120080012	day
o380120080021	(the)
o380120080022	that
o380120080031	he.will.defend
o380120080041	Yahweh
o380120080051	for
o380120080061	the.inhabitant[s]
o380120080071	of.Jerusalem
o380120080081	and
o380120080082	he.will.be
o380120080091	the.[one
o380120080092	who].stumbles
o380120080101	among
o380120080102	them
o380120080111	on
o380120080111ה	the
o380120080112	day
o380120080121	(the)
o380120080122	that
o380120080131	like
o380120080132	David
o380120080141	and
o380120080142	the.house
o380120080151	of.David
o380120080161	[will
o380120080162	be].like.God
o380120080171	like
o380120080172	the.angel
o380120080181	of.Yahweh
o380120080191	before
o380120080192	
o380120080193	them
o380120090011	and
o380120090012	it.will.be
o380120090021	on
o380120090021ה	the
o380120090022	day
o380120090031	(the)
o380120090032	that
o380120090041	I.will.seek
o380120090051	to
o380120090052	destroy
o380120090061	(et)
o380120090071	all
o380120090081	the
o380120090082	nations
o380120090091	[which
o380120090092	are].coming
o380120090101	on
o380120090111	Jerusalem
o380120100011	and
o380120100012	I.will.pour.out
o380120100021	on
o380120100031	the.house
o380120100041	of.David
o380120100051	and
o380120100052	on
o380120100061	the.inhabitant[s]
o380120100071	of.Jerusalem
o380120100081	a.spirit
o380120100091	of.favor
o380120100101	and
o380120100102	supplications
o380120100111	and
o380120100112	they.will.look
o380120100121	to
o380120100122	me
o380120100131	(et)
o380120100141	[the.one].whom
o380120100151	they.have.pierced.through
o380120100161	and
o380120100162	they.will.mourn
o380120100171	on
o380120100172	him
o380120100181	like
o380120100182	mourning
o380120100191	on
o380120100201	(the).only
o380120100202	[son]
o380120100211	and
o380120100212	they.will.show.bitterness
o380120100221	on
o380120100222	him
o380120100231	as
o380120100232	shows.bitterness
o380120100241	on
o380120100251	(the)
o380120100252	firstborn
o380120110011	on
o380120110011ה	the
o380120110012	day
o380120110021	(the)
o380120110022	that
o380120110031	it.will.be.great
o380120110041	the
o380120110042	mourning
o380120110051	in
o380120110052	Jerusalem
o380120110061	like
o380120110062	the.mourning
o380120110071	of
o380120110081	Hadad-Rimmon
o380120110091	in
o380120110092	the.plain
o380120110101	of.Megiddo
o380120120011	and
o380120120012	it.will.mourn
o380120120021	the
o380120120022	land
o380120120031	clans
o380120120041	clans
o380120120051	alone
o380120120052	
o380120120061	the.clan
o380120120071	of.the.house
o380120120081	of.David
o380120120091	alone
o380120120092	
o380120120101	and
o380120120102	wives
o380120120103	their
o380120120111	alone
o380120120112	
o380120120121	the.clan
o380120120131	of.the.house
o380120120141	of.Nathan
o380120120151	alone
o380120120152	
o380120120161	and
o380120120162	wives
o380120120163	their
o380120120171	alone
o380120120172	
o380120130011	the.clan
o380120130021	of.the.house
o380120130031	of.Levi
o380120130041	alone
o380120130042	
o380120130051	and
o380120130052	wives
o380120130053	their
o380120130061	alone
o380120130062	
o380120130071	the.clan
o380120130081	of
o380120130082	the.Shimeite[s]
o380120130091	alone
o380120130092	
